timestamp,event,step,grpo_step,rollout/mean,rollout/std,rollout/max,rollout/min,reward_mean,reward_std,group_reward_variance_mean,advantage_mean,advantage_std,zero_variance_group_ratio,effective_group_ratio,rollout/effective_rollout_ratio,format_reward_mean,answer_reward_mean,rollout/answer_zero_variance_group_ratio,all_correct_group_ratio,all_wrong_group_ratio,mixed_group_ratio,generated_response_tokens,rollout/prompt_tokens,total_rollout_tokens,average_response_length,train_batch/mean,train_batch/std,train_batch/max,train_batch/min,train_batch/reward_mean,train_batch/reward_std,train_batch/group_reward_variance_mean,train_batch/advantage_mean,train_batch/advantage_std,train_batch/zero_variance_group_ratio,train_batch/effective_group_ratio,train_batch/effective_rollout_ratio,train_batch/format_reward_mean,train_batch/answer_reward_mean,train_batch/answer_zero_variance_group_ratio,train_batch/all_correct_group_ratio,train_batch/all_wrong_group_ratio,train_batch/mixed_group_ratio,cumulative_generated_response_tokens,cumulative_rollout_tokens,sampling_strategy,batch_complete,attempted_groups,accepted_groups,discarded_zero_variance_groups,resample_rounds,sampling/accepted_generated_response_tokens,accepted_total_rollout_tokens,sampling/discarded_generated_response_tokens,discarded_total_rollout_tokens,sampling/cumulative_attempted_groups,sampling/cumulative_accepted_groups,sampling/cumulative_discarded_zero_variance_groups,sampling/cumulative_discarded_generated_response_tokens,cumulative_discarded_total_rollout_tokens,difficulty_warmup_active,difficulty_observed_prompts_before,difficulty/observed_prompt_ratio_before,difficulty_selected_seen_ratio,difficulty_selected_unseen_ratio,difficulty_selected_sample_count_mean_before,difficulty_selected_coverage_score_mean,difficulty_selected_ema_accuracy_mean,difficulty_selected_boundary_score_mean,difficulty_global_seen_ema_accuracy_mean,difficulty_observed_prompts_after,difficulty_observed_prompt_ratio_after,difficulty_selected_group_accuracy_mean,difficulty_selected_seen_group_accuracy_mean,difficulty_selected_seen_effective_group_ratio,difficulty_selected_sample_count_mean_after
1789714293.9209416,rollout,30,31,0.989062488079071,0.31928351521492004,1.100000023841858,0.0,0.989062488079071,0.31928351521492004,0.07435547560453415,3.725290298461914e-08,0.5773490071296692,0.625,0.375,0.375,0.984375,0.890625,0.625,0.625,0.0,0.375,20067,3144,23211,313.546875,0.989062488079071,0.31928351521492004,1.100000023841858,0.0,0.989062488079071,0.31928351521492004,0.07435547560453415,3.725290298461914e-08,0.5773490071296692,0.625,0.375,0.375,0.984375,0.890625,0.625,0.625,0.0,0.375,704490,820834,difficulty,True,8,8,0,0,20067,23211,0,0,248,248,0,0,0,True,240,0.03211561621838619,0.0,1.0,0.0,1.0,,,0.7114583333333333,248,0.03318613675899906,0.890625,,,1.0
1789714303.0174522,rollout,31,32,0.956250011920929,0.3585132658481598,1.100000023841858,0.0,0.956250011920929,0.3585132658481598,0.07484375685453415,4.0978193283081055e-08,0.5773490071296692,0.625,0.375,0.375,0.96875,0.859375,0.625,0.625,0.0,0.375,21937,3368,25305,342.765625,0.956250011920929,0.3585132658481598,1.100000023841858,0.0,0.956250011920929,0.3585132658481598,0.07484375685453415,4.0978193283081055e-08,0.5773490071296692,0.625,0.375,0.375,0.96875,0.859375,0.625,0.625,0.0,0.375,726427,846139,difficulty,True,8,8,0,0,21937,25305,0,0,256,256,0,0,0,True,248,0.03318613675899906,0.0,1.0,0.0,1.0,,,0.7172379032258065,256,0.034256657299611935,0.859375,,,1.0
1789714312.7900646,rollout,32,33,0.75,0.5055250525474548,1.100000023841858,0.0,0.75,0.5055250525474548,0.07484374940395355,5.4016709327697754e-08,0.6666649580001831,0.5,0.5,0.5,0.78125,0.671875,0.5,0.375,0.125,0.5,21558,3432,24990,336.84375,0.75,0.5055250525474548,1.100000023841858,0.0,0.75,0.5055250525474548,0.07484374940395355,5.4016709327697754e-08,0.6666649580001831,0.5,0.5,0.5,0.78125,0.671875,0.5,0.375,0.125,0.5,747985,871129,difficulty,True,8,8,0,0,21558,24990,0,0,264,264,0,0,0,True,256,0.034256657299611935,0.0,1.0,0.0,1.0,,,0.7216796875,264,0.03532717784022481,0.671875,,,1.0
1789714322.0952325,rollout,33,34,0.9375,0.38110116124153137,1.100000023841858,0.0,0.9375,0.38110116124153137,0.10558594763278961,4.563480615615845e-08,0.6666651964187622,0.5,0.5,0.5,0.9375,0.84375,0.5,0.5,0.0,0.5,23243,3888,27131,363.171875,0.9375,0.38110116124153137,1.100000023841858,0.0,0.9375,0.38110116124153137,0.10558594763278961,4.563480615615845e-08,0.6666651964187622,0.5,0.5,0.5,0.9375,0.84375,0.5,0.5,0.0,0.5,771228,898260,difficulty,True,8,8,0,0,23243,27131,0,0,272,272,0,0,0,True,264,0.03532717784022481,0.0,1.0,0.0,1.0,,,0.7201704545454546,272,0.03639769838083768,0.84375,,,1.0
1789714331.5587559,rollout,34,35,0.7218750715255737,0.5097365379333496,1.100000023841858,0.0,0.7218750715255737,0.5097365379333496,0.06097656488418579,3.91155481338501e-08,0.7453488111495972,0.375,0.625,0.625,0.8125,0.640625,0.625,0.375,0.25,0.375,25353,3808,29161,396.140625,0.7218750715255737,0.5097365379333496,1.100000023841858,0.0,0.7218750715255737,0.5097365379333496,0.06097656488418579,3.91155481338501e-08,0.7453488111495972,0.375,0.625,0.625,0.8125,0.640625,0.625,0.375,0.25,0.375,796581,927421,difficulty,True,8,8,0,0,25353,29161,0,0,280,280,0,0,0,True,272,0.03639769838083768,0.0,1.0,0.0,1.0,,,0.7238051470588235,280,0.03746821892145055,0.640625,,,1.0
1789714340.8036292,rollout,35,36,0.942187488079071,0.3698153495788574,1.100000023841858,0.0,0.942187488079071,0.3698153495788574,0.11615235358476639,6.705522537231445e-08,0.7453542947769165,0.375,0.625,0.625,0.984375,0.84375,0.375,0.375,0.0,0.625,21515,3680,25195,336.171875,0.942187488079071,0.3698153495788574,1.100000023841858,0.0,0.942187488079071,0.3698153495788574,0.11615235358476639,6.705522537231445e-08,0.7453542947769165,0.375,0.625,0.625,0.984375,0.84375,0.375,0.375,0.0,0.625,818096,952616,difficulty,True,8,8,0,0,21515,25195,0,0,288,288,0,0,0,True,280,0.03746821892145055,0.0,1.0,0.0,1.0,,,0.7214285714285714,288,0.03853873946206343,0.84375,,,1.0
1789714350.1532388,rollout,36,37,0.9046875238418579,0.41035398840904236,1.100000023841858,0.0,0.9046875238418579,0.41035398840904236,0.12583985924720764,7.450580596923828e-08,0.7453543543815613,0.375,0.625,0.625,0.921875,0.8125,0.375,0.375,0.0,0.625,22570,3816,26386,352.65625,0.9046875238418579,0.41035398840904236,1.100000023841858,0.0,0.9046875238418579,0.41035398840904236,0.12583985924720764,7.450580596923828e-08,0.7453543543815613,0.375,0.625,0.625,0.921875,0.8125,0.375,0.375,0.0,0.625,840666,979002,difficulty,True,8,8,0,0,22570,26386,0,0,296,296,0,0,0,True,288,0.03853873946206343,0.0,1.0,0.0,1.0,,,0.7248263888888888,296,0.039609260002676304,0.8125,,,1.0
1789714359.7316096,rollout,37,38,0.9187500476837158,0.401534765958786,1.100000023841858,0.0,0.9187500476837158,0.401534765958786,0.10785156488418579,7.450580596923828e-08,0.745354175567627,0.375,0.625,0.625,0.90625,0.828125,0.375,0.375,0.0,0.625,23844,3328,27172,372.5625,0.9187500476837158,0.401534765958786,1.100000023841858,0.0,0.9187500476837158,0.401534765958786,0.10785156488418579,7.450580596923828e-08,0.745354175567627,0.375,0.625,0.625,0.90625,0.828125,0.375,0.375,0.0,0.625,864510,1006174,difficulty,True,8,8,0,0,23844,27172,0,0,304,304,0,0,0,True,296,0.039609260002676304,0.0,1.0,0.0,1.0,,,0.7271959459459459,304,0.040679780543289176,0.828125,,,1.0
1789714369.2902212,rollout,38,39,0.8453124761581421,0.4450538456439972,1.100000023841858,0.0,0.8453124761581421,0.4450538456439972,0.11638672649860382,3.3527612686157227e-08,0.7453542947769165,0.375,0.625,0.625,0.953125,0.75,0.375,0.375,0.0,0.625,23870,4200,28070,372.96875,0.8453124761581421,0.4450538456439972,1.100000023841858,0.0,0.8453124761581421,0.4450538456439972,0.11638672649860382,3.3527612686157227e-08,0.7453542947769165,0.375,0.625,0.625,0.953125,0.75,0.375,0.375,0.0,0.625,888380,1034244,difficulty,True,8,8,0,0,23870,28070,0,0,312,312,0,0,0,True,304,0.040679780543289176,0.0,1.0,0.0,1.0,,,0.7298519736842105,312,0.04175030108390205,0.75,,,1.0
1789714378.5375118,rollout,39,40,0.7921875715255737,0.47819259762763977,1.100000023841858,0.0,0.7921875715255737,0.47819259762763977,0.0613086000084877,-0.00093129463493824,0.5773541927337646,0.625,0.375,0.375,0.890625,0.703125,0.625,0.5,0.125,0.375,21816,3960,25776,340.875,0.7921875715255737,0.47819259762763977,1.100000023841858,0.0,0.7921875715255737,0.47819259762763977,0.0613086000084877,-0.00093129463493824,0.5773541927337646,0.625,0.375,0.375,0.890625,0.703125,0.625,0.5,0.125,0.375,910196,1060020,difficulty,True,8,8,0,0,21816,25776,0,0,320,320,0,0,0,True,312,0.04175030108390205,0.0,1.0,0.0,1.0,,,0.7303685897435898,320,0.04282082162451492,0.703125,,,1.0
1789714397.339823,rollout,40,41,0.75,0.48795005679130554,1.100000023841858,0.0,0.75,0.48795005679130554,0.12894532084465027,-0.0009312722831964493,0.7453585267066956,0.375,0.625,0.625,0.9375,0.65625,0.375,0.25,0.125,0.625,23084,3992,27076,360.6875,0.75,0.48795005679130554,1.100000023841858,0.0,0.75,0.48795005679130554,0.12894532084465027,-0.0009312722831964493,0.7453585267066956,0.375,0.625,0.625,0.9375,0.65625,0.375,0.25,0.125,0.625,933280,1087096,difficulty,True,8,8,0,0,23084,27076,0,0,328,328,0,0,0,True,320,0.04282082162451492,0.0,1.0,0.0,1.0,,,0.7296875,328,0.04389134216512779,0.65625,,,1.0
1789714406.5625072,rollout,41,42,0.9562499523162842,0.3585132658481598,1.100000023841858,0.0,0.9562499523162842,0.3585132658481598,0.07019531726837158,7.450580596923828e-08,0.6666649580001831,0.5,0.5,0.5,0.96875,0.859375,0.5,0.5,0.0,0.5,20303,3224,23527,317.234375,0.9562499523162842,0.3585132658481598,1.100000023841858,0.0,0.9562499523162842,0.3585132658481598,0.07019531726837158,7.450580596923828e-08,0.6666649580001831,0.5,0.5,0.5,0.96875,0.859375,0.5,0.5,0.0,0.5,953583,1110623,difficulty,True,8,8,0,0,20303,23527,0,0,336,336,0,0,0,True,328,0.04389134216512779,0.0,1.0,0.0,1.0,,,0.7278963414634146,336,0.044961862705740666,0.859375,,,1.0
1789714415.8630917,rollout,42,43,0.9046875238418579,0.41035398840904236,1.100000023841858,0.0,0.9046875238418579,0.41035398840904236,0.10451172292232513,1.4901161193847656e-08,0.666665256023407,0.5,0.5,0.5,0.921875,0.8125,0.5,0.5,0.0,0.5,22720,3144,25864,355.0,0.9046875238418579,0.41035398840904236,1.100000023841858,0.0,0.9046875238418579,0.41035398840904236,0.10451172292232513,1.4901161193847656e-08,0.666665256023407,0.5,0.5,0.5,0.921875,0.8125,0.5,0.5,0.0,0.5,976303,1136487,difficulty,True,8,8,0,0,22720,25864,0,0,344,344,0,0,0,True,336,0.044961862705740666,0.0,1.0,0.0,1.0,,,0.7310267857142857,344,0.04603238324635354,0.8125,,,1.0
1789714425.264508,rollout,43,44,0.8906250596046448,0.418507844209671,1.100000023841858,0.0,0.8906250596046448,0.418507844209671,0.029609376564621925,1.30385160446167e-08,0.4713996648788452,0.75,0.25,0.25,0.9375,0.796875,0.875,0.75,0.125,0.125,23157,3776,26933,361.828125,0.8906250596046448,0.418507844209671,1.100000023841858,0.0,0.8906250596046448,0.418507844209671,0.029609376564621925,1.30385160446167e-08,0.4713996648788452,0.75,0.25,0.25,0.9375,0.796875,0.875,0.75,0.125,0.125,999460,1163420,difficulty,True,8,8,0,0,23157,26933,0,0,352,352,0,0,0,True,344,0.04603238324635354,0.0,1.0,0.0,1.0,,,0.732921511627907,352,0.04710290378696641,0.796875,,,1.0
1789714434.561549,rollout,44,45,0.989062488079071,0.31928351521492004,1.100000023841858,0.0,0.989062488079071,0.31928351521492004,0.05951172113418579,4.470348358154297e-08,0.5773488283157349,0.625,0.375,0.375,0.984375,0.890625,0.625,0.625,0.0,0.375,21562,4544,26106,336.90625,0.989062488079071,0.31928351521492004,1.100000023841858,0.0,0.989062488079071,0.31928351521492004,0.05951172113418579,4.470348358154297e-08,0.5773488283157349,0.625,0.375,0.375,0.984375,0.890625,0.625,0.625,0.0,0.375,1021022,1189526,difficulty,True,8,8,0,0,21562,26106,0,0,360,360,0,0,0,True,352,0.04710290378696641,0.0,1.0,0.0,1.0,,,0.734375,360,0.04817342432757928,0.890625,,,1.0
1789714443.7761595,rollout,45,46,1.0671875476837158,0.1843518763780594,1.100000023841858,0.0,1.0671875476837158,0.1843518763780594,0.02591796964406967,9.313225746154785e-09,0.3333326280117035,0.875,0.125,0.125,0.984375,0.96875,0.875,0.875,0.0,0.125,19673,3384,23057,307.390625,1.0671875476837158,0.1843518763780594,1.100000023841858,0.0,1.0671875476837158,0.1843518763780594,0.02591796964406967,9.313225746154785e-09,0.3333326280117035,0.875,0.125,0.125,0.984375,0.96875,0.875,0.875,0.0,0.125,1040695,1212583,difficulty,True,8,8,0,0,19673,23057,0,0,368,368,0,0,0,True,360,0.04817342432757928,0.0,1.0,0.0,1.0,,,0.7378472222222222,368,0.04924394486819216,0.96875,,,1.0
1789714453.1744432,rollout,46,47,0.8515625,0.45320454239845276,1.100000023841858,0.0,0.8515625,0.45320454239845276,0.11130859702825546,2.2351741790771484e-08,0.666665256023407,0.5,0.5,0.5,0.859375,0.765625,0.5,0.5,0.0,0.5,23336,4264,27600,364.625,0.8515625,0.45320454239845276,1.100000023841858,0.0,0.8515625,0.45320454239845276,0.11130859702825546,2.2351741790771484e-08,0.666665256023407,0.5,0.5,0.5,0.859375,0.765625,0.5,0.5,0.0,0.5,1064031,1240183,difficulty,True,8,8,0,0,23336,27600,0,0,376,376,0,0,0,True,368,0.04924394486819216,0.0,1.0,0.0,1.0,,,0.7428668478260869,376,0.050314465408805034,0.765625,,,1.0
1789714462.4636147,rollout,47,48,0.824999988079071,0.4615364372730255,1.100000023841858,0.0,0.824999988079071,0.4615364372730255,0.13269531726837158,2.421438694000244e-08,0.6666654348373413,0.5,0.5,0.5,0.90625,0.734375,0.5,0.5,0.0,0.5,21676,3552,25228,338.6875,0.824999988079071,0.4615364372730255,1.100000023841858,0.0,0.824999988079071,0.4615364372730255,0.13269531726837158,2.421438694000244e-08,0.6666654348373413,0.5,0.5,0.5,0.90625,0.734375,0.5,0.5,0.0,0.5,1085707,1265411,difficulty,True,8,8,0,0,21676,25228,0,0,384,384,0,0,0,True,376,0.050314465408805034,0.0,1.0,0.0,1.0,,,0.7433510638297872,384,0.051384985949417906,0.734375,,,1.0
1789714471.8190594,rollout,48,49,0.7890625,0.48308441042900085,1.100000023841858,0.0,0.7890625,0.48308441042900085,0.12939453125,5.8673322200775146e-08,0.8164946436882019,0.25,0.75,0.75,0.859375,0.703125,0.25,0.25,0.0,0.75,23183,4352,27535,362.234375,0.7890625,0.48308441042900085,1.100000023841858,0.0,0.7890625,0.48308441042900085,0.12939453125,5.8673322200775146e-08,0.8164946436882019,0.25,0.75,0.75,0.859375,0.703125,0.25,0.25,0.0,0.75,1108890,1292946,difficulty,True,8,8,0,0,23183,27535,0,0,392,392,0,0,0,True,384,0.051384985949417906,0.0,1.0,0.0,1.0,,,0.7431640625,392,0.05245550649003078,0.703125,,,1.0
1789714481.139934,rollout,49,50,0.9671874642372131,0.3545866012573242,1.100000023841858,0.0,0.9671874642372131,0.3545866012573242,0.03208984434604645,1.3969838619232178e-08,0.4714032709598541,0.75,0.25,0.25,0.921875,0.875,0.75,0.75,0.0,0.25,21157,4160,25317,330.578125,0.9671874642372131,0.3545866012573242,1.100000023841858,0.0,0.9671874642372131,0.3545866012573242,0.03208984434604645,1.3969838619232178e-08,0.4714032709598541,0.75,0.25,0.25,0.921875,0.875,0.75,0.75,0.0,0.25,1130047,1318263,difficulty,True,8,8,0,0,21157,25317,0,0,400,400,0,0,0,True,392,0.05245550649003078,0.0,1.0,0.0,1.0,,,0.7423469387755102,400,0.05352602703064365,0.875,,,1.0
1789714500.0640056,rollout,50,51,0.9359375238418579,0.38477665185928345,1.100000023841858,0.0,0.9359375238418579,0.38477665185928345,0.11310547590255737,2.60770320892334e-08,0.6666653156280518,0.5,0.5,0.5,0.921875,0.84375,0.5,0.5,0.0,0.5,23787,4072,27859,371.671875,0.9359375238418579,0.38477665185928345,1.100000023841858,0.0,0.9359375238418579,0.38477665185928345,0.11310547590255737,2.60770320892334e-08,0.6666653156280518,0.5,0.5,0.5,0.921875,0.84375,0.5,0.5,0.0,0.5,1153834,1346122,difficulty,True,8,8,0,0,23787,27859,0,0,408,408,0,0,0,True,400,0.05352602703064365,0.0,1.0,0.0,1.0,,,0.745,408,0.05459654757125652,0.84375,,,1.0
1789714509.469397,rollout,51,52,0.8890624642372131,0.42168113589286804,1.100000023841858,0.0,0.8890624642372131,0.42168113589286804,0.08568359911441803,3.5390257835388184e-08,0.6666650772094727,0.5,0.5,0.5,0.921875,0.796875,0.5,0.5,0.0,0.5,23096,3944,27040,360.875,0.8890624642372131,0.42168113589286804,1.100000023841858,0.0,0.8890624642372131,0.42168113589286804,0.08568359911441803,3.5390257835388184e-08,0.6666650772094727,0.5,0.5,0.5,0.921875,0.796875,0.5,0.5,0.0,0.5,1176930,1373162,difficulty,True,8,8,0,0,23096,27040,0,0,416,416,0,0,0,True,408,0.05459654757125652,0.0,1.0,0.0,1.0,,,0.7469362745098039,416,0.055667068111869396,0.796875,,,1.0
1789714518.880141,rollout,52,53,0.917187511920929,0.40495139360427856,1.100000023841858,0.0,0.917187511920929,0.40495139360427856,0.0795898512005806,1.955777406692505e-08,0.5773490071296692,0.625,0.375,0.375,0.890625,0.828125,0.625,0.625,0.0,0.375,23098,4136,27234,360.90625,0.917187511920929,0.40495139360427856,1.100000023841858,0.0,0.917187511920929,0.40495139360427856,0.0795898512005806,1.955777406692505e-08,0.5773490071296692,0.625,0.375,0.375,0.890625,0.828125,0.625,0.625,0.0,0.375,1200028,1400396,difficulty,True,8,8,0,0,23098,27234,0,0,424,424,0,0,0,True,416,0.055667068111869396,0.0,1.0,0.0,1.0,,,0.7478966346153846,424,0.05673758865248227,0.828125,,,1.0
1789714528.384202,rollout,53,54,0.8046875,0.476571649312973,1.100000023841858,0.0,0.8046875,0.476571649312973,0.08451171964406967,3.259629011154175e-08,0.5773491263389587,0.625,0.375,0.375,0.859375,0.71875,0.625,0.5,0.125,0.375,24065,3880,27945,376.015625,0.8046875,0.476571649312973,1.100000023841858,0.0,0.8046875,0.476571649312973,0.08451171964406967,3.259629011154175e-08,0.5773491263389587,0.625,0.375,0.375,0.859375,0.71875,0.625,0.5,0.125,0.375,1224093,1428341,difficulty,True,8,8,0,0,24065,27945,0,0,432,432,0,0,0,True,424,0.05673758865248227,0.0,1.0,0.0,1.0,,,0.7494103773584906,432,0.05780810919309514,0.71875,,,1.0
1789714538.0659904,rollout,54,55,0.965624988079071,0.358665406703949,1.100000023841858,0.0,0.965624988079071,0.358665406703949,0.11242188513278961,8.940696716308594e-08,0.8164945244789124,0.25,0.75,0.75,0.90625,0.875,0.25,0.25,0.0,0.75,25533,4048,29581,398.953125,0.965624988079071,0.358665406703949,1.100000023841858,0.0,0.965624988079071,0.358665406703949,0.11242188513278961,8.940696716308594e-08,0.8164945244789124,0.25,0.75,0.75,0.90625,0.875,0.25,0.25,0.0,0.75,1249626,1457922,difficulty,True,8,8,0,0,25533,29581,0,0,440,440,0,0,0,True,432,0.05780810919309514,0.0,1.0,0.0,1.0,,,0.7488425925925926,440,0.05887862973370801,0.875,,,1.0
1789714547.5102417,rollout,55,56,0.7671874761581421,0.49826833605766296,1.100000023841858,0.0,0.7671874761581421,0.49826833605766296,0.10228516161441803,3.166496753692627e-08,0.7453504800796509,0.375,0.625,0.625,0.796875,0.6875,0.5,0.375,0.125,0.5,23090,4480,27570,360.78125,0.7671874761581421,0.49826833605766296,1.100000023841858,0.0,0.7671874761581421,0.49826833605766296,0.10228516161441803,3.166496753692627e-08,0.7453504800796509,0.375,0.625,0.625,0.796875,0.6875,0.5,0.375,0.125,0.5,1272716,1485492,difficulty,True,8,8,0,0,23090,27570,0,0,448,448,0,0,0,True,440,0.05887862973370801,0.0,1.0,0.0,1.0,,,0.7511363636363636,448,0.059949150274320885,0.6875,,,1.0
1789714557.1149042,rollout,56,57,0.8609374761581421,0.43593257665634155,1.100000023841858,0.0,0.8609374761581421,0.43593257665634155,0.0636914074420929,-0.0009312890470027924,0.5773542523384094,0.625,0.375,0.375,0.953125,0.765625,0.625,0.5,0.125,0.375,22529,4992,27521,352.015625,0.8609374761581421,0.43593257665634155,1.100000023841858,0.0,0.8609374761581421,0.43593257665634155,0.0636914074420929,-0.0009312890470027924,0.5773542523384094,0.625,0.375,0.375,0.953125,0.765625,0.625,0.5,0.125,0.375,1295245,1513013,difficulty,True,8,8,0,0,22529,27521,0,0,456,456,0,0,0,True,448,0.059949150274320885,0.0,1.0,0.0,1.0,,,0.75,456,0.061019670814933764,0.765625,,,1.0
1789714566.5702136,rollout,57,58,0.8828125,0.43408530950546265,1.100000023841858,0.0,0.8828125,0.43408530950546265,0.06818360090255737,1.30385160446167e-08,0.5773489475250244,0.625,0.375,0.375,0.859375,0.796875,0.625,0.625,0.0,0.375,20943,3096,24039,327.234375,0.8828125,0.43408530950546265,1.100000023841858,0.0,0.8828125,0.43408530950546265,0.06818360090255737,1.30385160446167e-08,0.5773489475250244,0.625,0.375,0.375,0.859375,0.796875,0.625,0.625,0.0,0.375,1316188,1537052,difficulty,True,8,8,0,0,20943,24039,0,0,464,464,0,0,0,True,456,0.061019670814933764,0.0,1.0,0.0,1.0,,,0.7502741228070176,464,0.06209019135554664,0.796875,,,1.0
1789714575.9798539,rollout,58,59,1.0499999523162842,0.2274775505065918,1.100000023841858,0.0,1.0499999523162842,0.2274775505065918,0.04675781726837158,4.470348358154297e-08,0.5773487091064453,0.625,0.375,0.375,0.96875,0.953125,0.625,0.625,0.0,0.375,23100,3160,26260,360.9375,1.0499999523162842,0.2274775505065918,1.100000023841858,0.0,1.0499999523162842,0.2274775505065918,0.04675781726837158,4.470348358154297e-08,0.5773487091064453,0.625,0.375,0.375,0.96875,0.953125,0.625,0.625,0.0,0.375,1339288,1563312,difficulty,True,8,8,0,0,23100,26260,0,0,472,472,0,0,0,True,464,0.06209019135554664,0.0,1.0,0.0,1.0,,,0.7510775862068966,472,0.0631607118961595,0.953125,,,1.0
1789714585.1603374,rollout,59,60,1.0343749523162842,0.25648340582847595,1.100000023841858,0.0,1.0343749523162842,0.25648340582847595,0.05613281577825546,4.470348358154297e-08,0.5773488283157349,0.625,0.375,0.375,0.96875,0.9375,0.625,0.625,0.0,0.375,21435,3992,25427,334.921875,1.0343749523162842,0.25648340582847595,1.100000023841858,0.0,1.0343749523162842,0.25648340582847595,0.05613281577825546,4.470348358154297e-08,0.5773488283157349,0.625,0.375,0.375,0.96875,0.9375,0.625,0.625,0.0,0.375,1360723,1588739,difficulty,True,8,8,0,0,21435,25427,0,0,480,480,0,0,0,True,472,0.0631607118961595,0.0,1.0,0.0,1.0,,,0.7545021186440678,480,0.06423123243677238,0.9375,,,1.0
1789714602.978722,rollout,60,61,0.801562488079071,0.4630787968635559,1.100000023841858,0.0,0.801562488079071,0.4630787968635559,0.09076172113418579,-0.0009312611073255539,0.6666697859764099,0.5,0.5,0.5,0.984375,0.703125,0.5,0.375,0.125,0.5,21790,3856,25646,340.46875,0.801562488079071,0.4630787968635559,1.100000023841858,0.0,0.801562488079071,0.4630787968635559,0.09076172113418579,-0.0009312611073255539,0.6666697859764099,0.5,0.5,0.5,0.984375,0.703125,0.5,0.375,0.125,0.5,1382513,1614385,difficulty,True,8,8,0,0,21790,25646,0,0,488,488,0,0,0,True,480,0.06423123243677238,0.0,1.0,0.0,1.0,,,0.7575520833333333,488,0.06530175297738525,0.703125,,,1.0
1789714613.2889745,rollout,61,62,1.021875023841858,0.27048972249031067,1.100000023841858,0.10000000149011612,1.021875023841858,0.27048972249031067,0.044921875,2.7939677238464355e-08,0.47140341997146606,0.75,0.25,0.25,1.0,0.921875,0.75,0.75,0.0,0.25,18316,2944,21260,286.1875,1.021875023841858,0.27048972249031067,1.100000023841858,0.10000000149011612,1.021875023841858,0.27048972249031067,0.044921875,2.7939677238464355e-08,0.47140341997146606,0.75,0.25,0.25,1.0,0.921875,0.75,0.75,0.0,0.25,1400829,1635645,difficulty,True,8,8,0,0,18316,21260,0,0,496,496,0,0,0,True,488,0.06530175297738525,0.0,1.0,0.0,1.0,,,0.7566598360655737,496,0.06637227351799813,0.921875,,,1.0
1789714622.5855465,rollout,62,63,0.956250011920929,0.3585132658481598,1.100000023841858,0.0,0.956250011920929,0.3585132658481598,0.10535156726837158,8.009374141693115e-08,0.7453542351722717,0.375,0.625,0.625,0.96875,0.859375,0.375,0.375,0.0,0.625,22753,4384,27137,355.515625,0.956250011920929,0.3585132658481598,1.100000023841858,0.0,0.956250011920929,0.3585132658481598,0.10535156726837158,8.009374141693115e-08,0.7453542351722717,0.375,0.625,0.625,0.96875,0.859375,0.375,0.375,0.0,0.625,1423582,1662782,difficulty,True,8,8,0,0,22753,27137,0,0,504,504,0,0,0,True,496,0.06637227351799813,0.0,1.0,0.0,1.0,,,0.7593245967741935,504,0.067442794058611,0.859375,,,1.0
1789714631.8464801,rollout,63,64,0.8796875476837158,0.4401225447654724,1.100000023841858,0.0,0.8796875476837158,0.4401225447654724,0.06279297173023224,4.842877388000488e-08,0.5773488283157349,0.625,0.375,0.375,0.828125,0.796875,0.625,0.5,0.125,0.375,21569,3224,24793,337.015625,0.8796875476837158,0.4401225447654724,1.100000023841858,0.0,0.8796875476837158,0.4401225447654724,0.06279297173023224,4.842877388000488e-08,0.5773488283157349,0.625,0.375,0.375,0.828125,0.796875,0.625,0.5,0.125,0.375,1445151,1687575,difficulty,True,8,8,0,0,21569,24793,0,0,512,512,0,0,0,True,504,0.067442794058611,0.0,1.0,0.0,1.0,,,0.7609126984126984,512,0.06851331459922387,0.796875,,,1.0
1789714641.12329,rollout,64,65,0.8093750476837158,0.4689463973045349,1.100000023841858,0.0,0.8093750476837158,0.4689463973045349,0.1650390774011612,8.195638656616211e-08,0.8819151520729065,0.125,0.875,0.875,0.90625,0.71875,0.125,0.125,0.0,0.875,22174,3528,25702,346.46875,0.8093750476837158,0.4689463973045349,1.100000023841858,0.0,0.8093750476837158,0.4689463973045349,0.1650390774011612,8.195638656616211e-08,0.8819151520729065,0.125,0.875,0.875,0.90625,0.71875,0.125,0.125,0.0,0.875,1467325,1713277,difficulty,True,8,8,0,0,22174,25702,0,0,520,520,0,0,0,False,512,0.06851331459922387,1.0,0.0,1.0,0.7071067811865475,0.65625,0.75,0.761474609375,512,0.06851331459922387,0.71875,0.71875,0.875,2.0
1789714650.6142538,rollout,65,66,0.9359374642372131,0.38477665185928345,1.100000023841858,0.0,0.9359374642372131,0.38477665185928345,0.11576172709465027,3.5390257835388184e-08,0.6666653156280518,0.5,0.5,0.5,0.921875,0.84375,0.5,0.5,0.0,0.5,24133,3744,27877,377.078125,0.9359374642372131,0.38477665185928345,1.100000023841858,0.0,0.9359374642372131,0.38477665185928345,0.11576172709465027,3.5390257835388184e-08,0.6666653156280518,0.5,0.5,0.5,0.921875,0.84375,0.5,0.5,0.0,0.5,1491458,1741154,difficulty,True,8,8,0,0,24133,27877,0,0,528,528,0,0,0,False,512,0.06851331459922387,1.0,0.0,1.0,0.7071067811865475,0.6875,0.75,0.761962890625,512,0.06851331459922387,0.84375,0.84375,0.5,2.0
